,title,content,text
646,"웨이프로틴(말차,밀크티,홋카이도밀크)",저는 말차맛이 제일 맛있었어요. 약간 따뜻하게 먹으면 진짜 말차라떼 같아요. 밀크티 맛은 좀 많이 달고 가끔 잘 안녹았어요. 홋카이도 밀크는 가루에서는 약간 신향?이 나는데 막상 물에 타먹으면 탈지분유맛이 나요. 어쨋거나 저쨋거나 셋 다 맛있어요!,"웨이프로틴(말차,밀크티,홋카이도밀크)저는 말차맛이 제일 맛있었어요. 약간 따뜻하게 먹으면 진짜 말차라떼 같아요. 밀크티 맛은 좀 많이 달고 가끔 잘 안녹았어요. 홋카이도 밀크는 가루에서는 약간 신향?이 나는데 막상 물에 타먹으면 탈지분유맛이 나요. 어쨋거나 저쨋거나 셋 다 맛있어요!"
647,존맛,"골든시럽 물에도 잘풀리고 맛도 아주 좋습니다
    호두마루 비슷한맛 나는데 이 맛 고정으로 먹늘거 같내요","존맛골든시럽 물에도 잘풀리고 맛도 아주 좋습니다
    호두마루 비슷한맛 나는데 이 맛 고정으로 먹늘거 같내요"
648,화이트초콜렛이랑 달콤한팥맛 도전해봤는데 딱 좋은거같아요!,"화이트초콜렛은 살짝 바닐라쉐이크 맛이 나기도 하고 저는 정말 만족스럽게 먹고있어요,
    우유에 타서 먹으면 바닐라쉐이크맛이 강하게 나고, 물에 타먹으면 살짝 연하긴 한데
    부드럽게 마시기 너무 좋아요,

    달콤한 팥맛은 작은사이즈로 도전해보려고 구매했는데, 제가 팥을 좋아해서 그런지
    부담스럽지 않고 적당히 달달한게 마시기 너무 좋아요.

    초콜렛스무스, 스트로베리크림, 코코넛, 호지차라떼 등등 많은종류별로 도전해보고있는데,
    저 순위권에서는 스트로베리크림이 9점 / 화이트초콜렛이 8점 정도 되네요!
    초콜렛스무스가 저는 6점정도로 중간순위를 차지하고있어요 ㅎㅎ","화이트초콜렛이랑 달콤한팥맛 도전해봤는데 딱 좋은거같아요!화이트초콜렛은 살짝 바닐라쉐이크 맛이 나기도 하고 저는 정말 만족스럽게 먹고있어요,
    우유에 타서 먹으면 바닐라쉐이크맛이 강하게 나고, 물에 타먹으면 살짝 연하긴 한데
    부드럽게 마시기 너무 좋아요,

    달콤한 팥맛은 작은사이즈로 도전해보려고 구매했는데, 제가 팥을 좋아해서 그런지
    부담스럽지 않고 적당히 달달한게 마시기 너무 좋아요.

    초콜렛스무스, 스트로베리크림, 코코넛, 호지차라떼 등등 많은종류별로 도전해보고있는데,
    저 순위권에서는 스트로베리크림이 9점 / 화이트초콜렛이 8점 정도 되네요!
    초콜렛스무스가 저는 6점정도로 중간순위를 차지하고있어요 ㅎㅎ"
649,간편히 단백질 섭취할때 최고입니다,"민트초코, 초코, 밀크티, 말차라떼 구입했는데

    민트초코, 초코는 진짜 프로틴 맛 하나도 안나고 열라 맛있는 반면
    밀크티는 좀 맹맹하긴 합니다
    말차라떼는 재구매의사 없음... 플레이브드롭스 사서 뿌려먹어야할듯 흑흑 이게 무슨맛이죠
    (모두 물에 타먹음)","간편히 단백질 섭취할때 최고입니다민트초코, 초코, 밀크티, 말차라떼 구입했는데

    민트초코, 초코는 진짜 프로틴 맛 하나도 안나고 열라 맛있는 반면
    밀크티는 좀 맹맹하긴 합니다
    말차라떼는 재구매의사 없음... 플레이브드롭스 사서 뿌려먹어야할듯 흑흑 이게 무슨맛이죠
    (모두 물에 타먹음)"
650,운동하고 여러번 먹기좋음,"맛은 딴거 도전해보기가 무서워서 모르겠네요

    네츄럴 초코가 가장 무난한듯?","운동하고 여러번 먹기좋음맛은 딴거 도전해보기가 무서워서 모르겠네요

    네츄럴 초코가 가장 무난한듯?"
651,임팩트 웨이 프로틴,두번째 구매입니다. 추천합니다.,임팩트 웨이 프로틴두번째 구매입니다. 추천합니다.
652,임팩트 웨이 프로틴,지인의 선물로 처음에는 소량으로 먹었으나 맛도 괜찮고 효과도 좋은 것 같아서 이번에는 직접 구매하게 됐습니다. 정말로 강추합니다.,임팩트 웨이 프로틴지인의 선물로 처음에는 소량으로 먹었으나 맛도 괜찮고 효과도 좋은 것 같아서 이번에는 직접 구매하게 됐습니다. 정말로 강추합니다.
653,웨이 프로틴.,"헬린이 입니다. 

    장점
    단백질 함량이 높아서 좋아요. 
    물에 잘 풀려요. 맛도 적당히 맛있어요. 
    먹는 양이 적으니 오래 먹을수 있어요. 

    단점. 
    스쿱이 너무 커요. 
    찬 우유에는 잘 안풀려요.","웨이 프로틴.헬린이 입니다. 

    장점
    단백질 함량이 높아서 좋아요. 
    물에 잘 풀려요. 맛도 적당히 맛있어요. 
    먹는 양이 적으니 오래 먹을수 있어요. 

    단점. 
    스쿱이 너무 커요. 
    찬 우유에는 잘 안풀려요."
654,맛잇어용,초코 브라우니 우유에 타먹으니 초코에몽 맛 맛있어요,맛잇어용초코 브라우니 우유에 타먹으니 초코에몽 맛 맛있어요
655,가성비 보충제,차가운 물에 섞어먹어야 맛있어요,가성비 보충제차가운 물에 섞어먹어야 맛있어요
656,좋네요,"개인적으로 물보단 우유에 타먹는게 더 맛있는것 같아요
    얼른 다먹고 다른 맛도 먹어보고 싶음","좋네요개인적으로 물보단 우유에 타먹는게 더 맛있는것 같아요
    얼른 다먹고 다른 맛도 먹어보고 싶음"
657,맛도 단백질도 가장 좋은 헬스 보충제,그 동안 헬스를 한다면서 여러 보충제를 먹어봤지만 이렇게 맛있는 보충제는 처음인거 같아요. 맛도 맛이지만 근육 발달에도 많은 도움이 되는거 같아요. 그래서 다음에도 또 구입해서 먹을 예정입니다.,맛도 단백질도 가장 좋은 헬스 보충제그 동안 헬스를 한다면서 여러 보충제를 먹어봤지만 이렇게 맛있는 보충제는 처음인거 같아요. 맛도 맛이지만 근육 발달에도 많은 도움이 되는거 같아요. 그래서 다음에도 또 구입해서 먹을 예정입니다.
658,프로틴은 역시 마프 ㅎ,"가장 저렴하고 맛도 괜찮습니당 바닐라,화이트초콜렛은 깔끔한맛 훗카이도 밀크는 달달하고 마싯는 분유맛,민트초코는 특유의 프로틴 향이 없이 개운한맛,네츄럴 스트로베리는 딸기맛나는데 좀 역해서 저한테는 안맞아요  구매하실때 참고하세용","프로틴은 역시 마프 ㅎ가장 저렴하고 맛도 괜찮습니당 바닐라,화이트초콜렛은 깔끔한맛 훗카이도 밀크는 달달하고 마싯는 분유맛,민트초코는 특유의 프로틴 향이 없이 개운한맛,네츄럴 스트로베리는 딸기맛나는데 좀 역해서 저한테는 안맞아요  구매하실때 참고하세용"
659,보충제인데 맛있네요,다른 보충제와 다르게 매일 먹어도 질리지가 않네요,보충제인데 맛있네요다른 보충제와 다르게 매일 먹어도 질리지가 않네요
660,딸기맛,딸기맛 맛있습니다!,딸기맛딸기맛 맛있습니다!
661,맛 추천,초코는 무조건 추천. 어디든 초코는 추천이잖아요? 쿠앤크.... 이건 비추... 바나나도... 비추입니다,맛 추천초코는 무조건 추천. 어디든 초코는 추천이잖아요? 쿠앤크.... 이건 비추... 바나나도... 비추입니다
662,단거 싫어하면 말차라떼 하세오,안 달고 녹차라떼같은 그런 맛임.,단거 싫어하면 말차라떼 하세오안 달고 녹차라떼같은 그런 맛임.
663,초브 무난합니다,초코 바나나만 먹다가 갈아탔는데 초코맛은 좀 아쉽지만 맛있습니다. 너무 단거 안좋아 하시는 분이라면 이거 먹으면 될것같네요,초브 무난합니다초코 바나나만 먹다가 갈아탔는데 초코맛은 좀 아쉽지만 맛있습니다. 너무 단거 안좋아 하시는 분이라면 이거 먹으면 될것같네요
664,항상 먹는 제품,가성비 좋습니다. 항상 먹고 있습니다.,항상 먹는 제품가성비 좋습니다. 항상 먹고 있습니다.
665,맛있어요,맛있고 확실히 근육이 붙는데 도움이 되는 거 같네요! 할인 받아서 먹으면 가성비 괜찮고 효율적인 거 같습니다! 추천합니다!!,맛있어요맛있고 확실히 근육이 붙는데 도움이 되는 거 같네요! 할인 받아서 먹으면 가성비 괜찮고 효율적인 거 같습니다! 추천합니다!!
666,제가 먹어본 여러 상품 중 1등 입니다.,"저는 당요가 있습니다.
    그래서 근력 운동은 필수 입니다.
    근력운동을 꾸준히 해오면 여러 단백질을 먹어보았습니다.
    어떤 상품은 먹자마자 당 오름의 증상((당요증상) 눈아픔,구토증상 등) 이 있는데
    이 제품은 그런 증상이 없었습니다.
    맛도 좋고, 저에게는 가장 중요한 당 오름 증상이 없어서 너무 좋습니다.
    추천합니다. 재구매 의사 100% 있습니다.
    감사합니다.","제가 먹어본 여러 상품 중 1등 입니다.저는 당요가 있습니다.
    그래서 근력 운동은 필수 입니다.
    근력운동을 꾸준히 해오면 여러 단백질을 먹어보았습니다.
    어떤 상품은 먹자마자 당 오름의 증상((당요증상) 눈아픔,구토증상 등) 이 있는데
    이 제품은 그런 증상이 없었습니다.
    맛도 좋고, 저에게는 가장 중요한 당 오름 증상이 없어서 너무 좋습니다.
    추천합니다. 재구매 의사 100% 있습니다.
    감사합니다."
667,굿,잘먹고있습니다~~~~~~~,굿잘먹고있습니다~~~~~~~
668,맛도 좋고 구성도 마음에 듭니다.,"이걸로 보충제 입문했는데 6개월 정도? 계속 먹고 있습니다. 초보자분들중 보충제 뭐살지 고민하시는 분들, 추천합니다.","맛도 좋고 구성도 마음에 듭니다.이걸로 보충제 입문했는데 6개월 정도? 계속 먹고 있습니다. 초보자분들중 보충제 뭐살지 고민하시는 분들, 추천합니다."
669,캬라멜 초코 성공적,"진짜 맛있는데 색깔 진하고 맛이 더 진한건
    초콜렛 스무스네요.... 근데 너무 맛있게 먹었어요!","캬라멜 초코 성공적진짜 맛있는데 색깔 진하고 맛이 더 진한건
    초콜렛 스무스네요.... 근데 너무 맛있게 먹었어요!"
670,"민초,스트로베리크림,초콜렛카레멜,솔티드카레멜 존맛!",프로틴은 유지가 제일 중요합니다 비싼 거 먹다보면 금전적으로 너무 딸려서 마프 입문해봤는데 가격 못지않게 맛도 너무 맛있어서 벌써 여기서만 한 50만원 넘게 시켜먹은 거 같습니다 강추!!,"민초,스트로베리크림,초콜렛카레멜,솔티드카레멜 존맛!프로틴은 유지가 제일 중요합니다 비싼 거 먹다보면 금전적으로 너무 딸려서 마프 입문해봤는데 가격 못지않게 맛도 너무 맛있어서 벌써 여기서만 한 50만원 넘게 시켜먹은 거 같습니다 강추!!"
671,바나나맛,두번째 구매입니다.... 바나나맛 구매했는데.... 망.... 초콜렛 스무스 사세요그냥... 이건... 아니에요...,바나나맛두번째 구매입니다.... 바나나맛 구매했는데.... 망.... 초콜렛 스무스 사세요그냥... 이건... 아니에요...
672,첫구매라 떨렸는데 아주 성공적이네요,첫구매를 네츄럴 초코맛으로 했는데 아주 성공적이였습니다 5키로짜리 사서 이제 거의 다 먹어가는데 다른맛을 추천 받고 싶네요,첫구매라 떨렸는데 아주 성공적이네요첫구매를 네츄럴 초코맛으로 했는데 아주 성공적이였습니다 5키로짜리 사서 이제 거의 다 먹어가는데 다른맛을 추천 받고 싶네요
673,진짜맛없습니다,마프 초코 브라우니로 처음 시작한 헬린이입니다. 초코 브라우니는 당도 낮은 코코아같은 맛이어서 맛있게 잘 먹었어요. 입자도 코코아가루처럼 고와서 우유에 잘 풀렸고... 근데 내추럴바나나는 입자가 커서 우유에 잘 녹지도 않고 맛이 너무 역하네요. 아무리 흔들고 마셔도 미처 녹지 못한 덩어리들이 우수수 입 안에 들어올 때의 느낌은 ㅠㅠ... 5kg 덜컥 시켜버렸는데 이걸 어떻게 다 먹을지... 하 바나나는 다시는 안 시켜먹을 것 같네요,진짜맛없습니다마프 초코 브라우니로 처음 시작한 헬린이입니다. 초코 브라우니는 당도 낮은 코코아같은 맛이어서 맛있게 잘 먹었어요. 입자도 코코아가루처럼 고와서 우유에 잘 풀렸고... 근데 내추럴바나나는 입자가 커서 우유에 잘 녹지도 않고 맛이 너무 역하네요. 아무리 흔들고 마셔도 미처 녹지 못한 덩어리들이 우수수 입 안에 들어올 때의 느낌은 ㅠㅠ... 5kg 덜컥 시켜버렸는데 이걸 어떻게 다 먹을지... 하 바나나는 다시는 안 시켜먹을 것 같네요
674,블루붸리 앤 라즈붸리,"맛, 목넘김 너무 좋습니다. 뭐가 더 필요하겠습니까","블루붸리 앤 라즈붸리맛, 목넘김 너무 좋습니다. 뭐가 더 필요하겠습니까"
675,진짜맛없습니다,초콜릿 브라우니로 마프를 시작했었는데 너무 맛있게 잘 먹었던 기억이 나네요 초코브라우니 5kg를 다 먹고 다른 맛을 주문할까 똑같은 맛을 주문할까 고민하다가 내추럴 바나나가 맛있다고 해서 구매했는데 웬일....너무너무 맛없어요ㅠㅠ 다음엔 그냥 얌전히 초콜릿 브라우니 시켜먹어야겠어요 이걸 언제 5kg 다먹지 ㅠㅠ,진짜맛없습니다초콜릿 브라우니로 마프를 시작했었는데 너무 맛있게 잘 먹었던 기억이 나네요 초코브라우니 5kg를 다 먹고 다른 맛을 주문할까 똑같은 맛을 주문할까 고민하다가 내추럴 바나나가 맛있다고 해서 구매했는데 웬일....너무너무 맛없어요ㅠㅠ 다음엔 그냥 얌전히 초콜릿 브라우니 시켜먹어야겠어요 이걸 언제 5kg 다먹지 ㅠㅠ
676,여태 먹어온 보충제 중 최고,맛있고 가성비 좋고 먹기 편함,여태 먹어온 보충제 중 최고맛있고 가성비 좋고 먹기 편함
677,꾸준히 먹어요,역시 프로틴은 마이프로틴!!,꾸준히 먹어요역시 프로틴은 마이프로틴!!
